1351,321,0.004212,10.2185,41
2291,609,0.003851,6.8055,43
966,319,0.001762,2.51046,41
2002,564,0.003335,2.92313,42
2289,546,0.003956,2.173,42
236,162,0.000329,0.427714,36
398,236,0.000576,0.45576,30
1893,484,0.002516,1.49222,32
2794,550,0.004214,1.75825,32
2366,567,0.004318,1.19808,43
2663,651,0.00391,1.22831,43
837,213,0.001029,0.413549,35
1786,424,0.002235,0.74891,36
2268,581,0.003224,0.999627,41
3019,666,0.004244,1.18341,44
2209,432,0.002967,0.698854,24
489,220,0.000639,0.252582,46
1530,411,0.002061,0.45582,43
776,294,0.00156,0.328749,36
2496,572,0.005702,0.57259,36
556,254,0.001024,0.195657,34
1086,341,0.001847,0.415339,41
2293,513,0.004235,0.553415,33
3236,664,0.00596,0.743581,34
1736,420,0.002907,0.347061,32
950,276,0.001668,0.238177,40
1056,271,0.002296,0.197278,33
1610,444,0.002623,0.338567,36
3566,758,0.006892,0.636085,38
1939,385,0.003373,0.326908,35
1477,378,0.002621,0.253141,38
3251,727,0.004867,0.496381,43
1579,566,0.003577,0.28855,42
1795,452,0.002497,0.250975,36
2272,503,0.003236,0.316111,39
3072,752,0.004375,0.495928,36
2519,600,0.003257,0.391374,40
1864,523,0.002524,0.258497,41
487,217,0.000561,0.0832561,35
1523,420,0.002035,0.205309,36
3906,952,0.006709,0.521807,36
1888,496,0.002733,0.215228,30
2014,486,0.002849,0.228613,48
6694,1606,0.012857,0.772175,32
1694,389,0.002565,0.191992,39
2394,631,0.003003,0.240856,35
3127,687,0.004607,0.310862,35
273,149,0.000447,0.034432,39
2806,839,0.003975,0.289812,33
4127,975,0.005748,0.393608,39
3189,712,0.005069,0.260844,44
1737,318,0.002084,0.201439,38
2481,558,0.003328,0.236737,50
2194,584,0.003055,0.19621,40
1056,285,0.00143,0.0816055,29
2547,563,0.005238,0.191481,29
1378,292,0.001771,0.110533,36
2354,645,0.0031,0.191192,37
564,267,0.000803,0.0620552,35
2038,524,0.002975,0.166298,48
1765,449,0.002241,0.147905,31
2557,673,0.003786,0.21012,43
1159,248,0.001461,0.0818844,40
3960,895,0.006009,0.300377,31
1700,415,0.002109,0.108003,31
2457,437,0.002937,0.194625,41
2106,492,0.002907,0.12707,28
3239,723,0.004529,0.189315,31
1218,327,0.001688,0.0761812,37
717,238,0.001045,0.0567942,30
2744,716,0.004171,0.17157,30
1415,414,0.002221,0.113009,38
364,189,0.000495,0.0413005,37
4359,832,0.005649,0.2941,46
956,290,0.001511,0.0833977,30
1927,507,0.002577,0.121009,41
2565,518,0.003691,0.141792,34
2073,467,0.002841,0.114105,41
432,162,0.00057,0.0267496,28
1725,435,0.002218,0.0988714,43
2196,597,0.002862,0.128419,39
1232,310,0.001946,0.0800195,40
3692,621,0.004887,0.215401,31
2125,491,0.003031,0.12059,37
293,144,0.000573,0.0209148,32
2364,529,0.003021,0.111629,35
2180,464,0.003318,0.107256,34
741,207,0.000884,0.0572674,43
2640,622,0.003551,0.123641,38
1390,394,0.001727,0.07785,36
2458,589,0.003626,0.133124,41
676,251,0.000808,0.0444248,37
3209,914,0.004259,0.158674,34
2136,559,0.002965,0.113875,45
279,168,0.000475,0.0178331,34
2709,523,0.003576,0.123253,35
1098,274,0.002243,0.0515843,32
1302,364,0.002383,0.0599767,34
1576,499,0.002119,0.0887493,39
3788,826,0.005647,0.19333,38
